feature_id,media_id,type,path,source_url,source_path,version,start,end
OPP-F18,OG7-F18-03,image,../../media/mobile-v2/local/assets/thumbs/OG7-F18-hotspot-step03.webp,https://bbs.xiaopeng.com/article/2176465,,2023-11-11历史手机教程；ColorOS和小布指令版本均未标,,
OPP-F18,OG7-F18-09,image,../../media/mobile-v2/local/assets/thumbs/OG7-F18-hotspot-step09.webp,https://bbs.xiaopeng.com/article/2176465,,2023-11-11历史手机教程；ColorOS和小布指令版本均未标,,
OPP-F18,OG7-F18-10,image,../../media/mobile-v2/local/assets/thumbs/OG7-F18-hotspot-step10.webp,https://bbs.xiaopeng.com/article/2176465,,2023-11-11历史手机教程；ColorOS和小布指令版本均未标,,
OPP-F18,OG7-F18-04,image,../../media/mobile-v2/local/assets/thumbs/OG7-F18-hotspot-step04.webp,https://bbs.xiaopeng.com/article/2176465,,2023-11-11历史手机教程；ColorOS和小布指令版本均未标,,
OPP-F18,OG7-F18-07,image,../../media/mobile-v2/local/assets/thumbs/OG7-F18-hotspot-step07.webp,https://bbs.xiaopeng.com/article/2176465,,2023-11-11历史手机教程；ColorOS和小布指令版本均未标,,
OPP-F17,OP30-01,video,../../media/mobile-v2/local/assets/clips/OP30-01-v30-0012500-0027500.mp4,https://www.youtube.com/watch?v=Y4HvmKoke4I,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/【OPPO A5 5G】AI消しゴムを利用する(au公式) [Y4HvmKoke4I].mp4,日本OPPO A5 5G官方教程；系统build未显示,12.5,27.5
OPP-F17,OP30-02,video,../../media/mobile-v2/local/assets/clips/OP30-02-v30-0027500-0033500.mp4,https://www.youtube.com/watch?v=Y4HvmKoke4I,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/【OPPO A5 5G】AI消しゴムを利用する(au公式) [Y4HvmKoke4I].mp4,日本OPPO A5 5G官方教程；系统build未显示,27.5,33.5
OPP-F17,OP30-03,video,../../media/mobile-v2/local/assets/clips/OP30-03-v30-0341000-0356000.mp4,https://www.youtube.com/watch?v=iamqREHGdLc,"[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/【OPPO A5 5G】OPPO AIを利用する(①AI鮮明度強化,②AI消しゴム)(au公式) [iamqREHGdLc].mp4",日本OPPO A5 5G官方教程；系统build未显示,341,356
OPP-F17,AUDIMG-318,image,../../media/mobile-v2/legacy/assets/images/AUDIMG-318-v1.jpg,https://www.coloros.com/manual/16/DTO005031.html,,,,
VIV-F01,VB-01,video,../../media/mobile-v2/local/assets/clips/VB-01-v2-0000000-0004184.mp4,https://bbs.vivo.com.cn/newbbs/thread/38892690,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VB01-originos6-community.mp4,X300 / OriginOS 6 / 中国大陆 · 原片右半屏,0,4.184
VIV-F01,VB-02,video,../../media/mobile-v2/local/assets/clips/VB-02-v2-0000000-0004184.mp4,https://bbs.vivo.com.cn/newbbs/thread/38892690,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VB02-originos6-community.mp4,X300 / OriginOS 6 / 中国大陆 · 原片右半屏,0,4.184
VIV-F01,MED-V008,video,../../media/mobile-v2/legacy/assets/clips/MED-V008-v1-001000-016800.mp4,https://wwwstatic.vivo.com.cn/vivoportal/files/image/question/20251031/05bdd671897ca80eb5f52049237e711c.mp4,,OriginOS官方演示／片中版本未标,1,16.8
VIV-F03,MED-V007,video,../../media/mobile-v2/legacy/assets/clips/MED-V007-v2-027200-032650.mp4,https://wwwstatic.vivo.com.cn/vivoportal/files/image/question/20251031/25fb2f14a266f9466102c01581162c78.mp4,,OriginOS官方演示／片中版本未标,27.2,32.65
VIV-F04,VIVF6-UI-2284,image,../../media/mobile-v2/local/assets/thumbs/VIVF6-UI-2284-v2.png,https://www.vivo.com.cn/vivo/xfold6/,,X Fold6 / OriginOS 6 Fold / 中国大陆,,
VIV-F02,VD16-01,video,../../media/mobile-v2/local/assets/clips/VD16-01-v16-0000100-0009600.mp4,https://bbs.vivo.com.cn/newbbs/thread/37951733,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VDISC6-4-original.mp4,2024-11 / OriginOS 5 / 中国大陆 / 社区手机动图；机型与build未标,0.1,9.6
VIV-F02,VD6-01,video,../../media/mobile-v2/local/assets/clips/VD6-01-v2-0000100-0008200.mp4,https://bbs.vivo.com.cn/newbbs/thread/37951733,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VDISC6-1-original.mp4,2024-11 / OriginOS 5 / 中国大陆 / 社区手机教程,0.1,8.2
VIV-F02,VDISC6-AGENTS-V6,image,../../media/mobile-v2/local/assets/thumbs/VDISC6-AGENTS-crop-v6.png,https://bbs.vivo.com.cn/newbbs/thread/37951733,,OriginOS 5 / 中国大陆 / 2024-11社区教程,,
VIV-F05,VI01,video,../../media/mobile-v2/local/assets/clips/VI01-v2-0096000-0114000.mp4,https://www.bilibili.com/video/BV1yu4EzVEM1/,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VI01-originos6-handson.mp4,vivo / OriginOS 6 / 中国大陆,96,114
VIV-F05,VB-04,video,../../media/mobile-v2/local/assets/clips/VB-04-v2-0000000-0004184.mp4,https://bbs.vivo.com.cn/newbbs/thread/38892690,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VB04-originos6-community.mp4,X300 / OriginOS 6 / 中国大陆 · 原片右半屏,0,4.184
VIV-F05,MED-I001,image,../../media/mobile-v2/legacy/assets/images/MED-I001-v1.jpg,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2030,,,,
VIV-F06,VI-SET,video,../../media/mobile-v2/local/assets/clips/VI-SET-v2-0010000-0024000.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=1751,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VIVISLAND-V4-original.mp4,OriginOS5 / 中国大陆 / 官方分步骤演示,10,24
VIV-F08,VB-03,video,../../media/mobile-v2/local/assets/clips/VB-03-v2-0000000-0004184.mp4,https://bbs.vivo.com.cn/newbbs/thread/38892690,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VB03-originos6-community.mp4,X300 / OriginOS 6 / 中国大陆 · 原片右半屏,0,4.184
VIV-F08,VM33-01,video,../../media/mobile-v2/local/assets/clips/VM33-01-v33-0000000-0015000.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2031,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VM33-01-official-original.mp4,中国大陆官方分步教程；机型、系统build未标,0.0,15
VIV-F08,VM33-04,video,../../media/mobile-v2/local/assets/clips/VM33-04-v33-0000033-0009000.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2031,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VM33-04-official-original.mp4,中国大陆官方分步教程；机型、系统build未标,0.03333333333333333,9
VIV-F09,VM33-02,video,../../media/mobile-v2/local/assets/clips/VM33-02-v33-0000033-0014000.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2031,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VM33-02-official-original.mp4,中国大陆官方分步教程；机型、系统build未标,0.03333333333333333,14
VIV-F09,VM33-03,video,../../media/mobile-v2/local/assets/clips/VM33-03-v33-0000033-0014000.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2031,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VM33-03-official-original.mp4,中国大陆官方分步教程；机型、系统build未标,0.03333333333333333,14
VIV-F09,MED-I002,image,../../media/mobile-v2/legacy/assets/images/MED-I002-v1.jpg,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2027,,,,
VIV-F10,VS6-01,video,../../media/mobile-v2/local/assets/clips/VS6-01-v2-0004000-0018900.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=1754,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VIVSUG6-178-original.mp4,OriginOS 5 / 中国大陆 / 官方设置动图,4.0,18.9
VIV-F11,VQ13-01,video,../../media/mobile-v2/local/assets/clips/VQ13-01-v13-0007500-0019500.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=1766,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VQ13-writing-original.gif,2024年官方动图 / 系统与应用构建号未标 / 中国大陆,7.5,19.5
VIV-F11,VB-05,video,../../media/mobile-v2/local/assets/clips/VB-05-v2-0000000-0004184.mp4,https://bbs.vivo.com.cn/newbbs/thread/38892690,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VB05-originos6-community.mp4,X300 / OriginOS 6 / 中国大陆 · 原片右半屏,0,4.184
VIV-F11,VV40-01,video,../../media/mobile-v2/local/assets/clips/VV40-01-v40-0000000-0015000.mp4,https://bbs.vivo.com.cn/newbbs/thread/39379054?show_title=1,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VV40-S01-atomic-note-writing-community.mp4,系统/原子笔记build未显示；不自动标OriginOS6。录屏笔记日期2026/4/30，帖子4月30日,0,15
VIV-F12,VN-01,video,../../media/mobile-v2/local/assets/clips/VN-01-v2-0017000-0032000.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=1763,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VIVNOTE-V4-178-original.mp4,OriginOS 5 / 中国大陆 / 官方分步骤演示,17,32
VIV-F12,VN-02,video,../../media/mobile-v2/local/assets/clips/VN-02-v2-0006000-0021000.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=1763,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VIVNOTE-V4-179-original.mp4,OriginOS 5 / 中国大陆 / 官方分步骤演示,6,21
VIV-F13,VIVF6-UI-1877,image,../../media/mobile-v2/local/assets/thumbs/VIVF6-UI-1877-screen-crop-v2.png,https://www.vivo.com.cn/vivo/xfold6/,,X Fold6 / OriginOS 6 Fold / 中国大陆,,
VIV-F13,VIVF6-UI-1875,image,../../media/mobile-v2/local/assets/thumbs/VIVF6-UI-1875-screen-crop-v2.png,https://www.vivo.com.cn/vivo/xfold6/,,X Fold6 / OriginOS 6 Fold / 中国大陆,,
VIV-F14,VV40-02,video,../../media/mobile-v2/local/assets/clips/VV40-02-v40-0041500-0046100.mp4,https://bbs.vivo.com.cn/newbbs/thread/39490406,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VV40-S02-xfold6-meeting-official.mp4,右下Powered by OriginOS6 Fold；实际系统/录音机build未显示,41.5,46.1
VIV-F14,VIVF6-UI-2267,image,../../media/mobile-v2/local/assets/thumbs/VIVF6-UI-2267-screen-crop-v2.png,https://www.vivo.com.cn/vivo/xfold6/,,X Fold6 / OriginOS 6 Fold / 中国大陆,,
VIV-F14,VIVF6-UI-2263,image,../../media/mobile-v2/local/assets/thumbs/VIVF6-UI-2263-screen-crop-v2.png,https://www.vivo.com.cn/vivo/xfold6/,,X Fold6 / OriginOS 6 Fold / 中国大陆,,
VIV-F15,VC-01,video,../../media/mobile-v2/local/assets/clips/VC-01-v2-0000000-0009000.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2035,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VIVCALL-V4-179-original.mp4,OriginOS 6 / 中国大陆 / 官方分步骤演示,0,9
VIV-F15,VC-02,video,../../media/mobile-v2/local/assets/clips/VC-02-v2-0008000-0023000.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2035,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VIVCALL-V4-178-original.mp4,OriginOS 6 / 中国大陆 / 官方分步骤演示,8,23
VIV-F16,NS7-VIV-F16-01,image,../../media/mobile-v2/local/assets/thumbs/NS7-VIV-F16-official-ai-shield.png,https://www.vivo.com.cn/vivo/x200ultra/,,X200 Ultra / OriginOS5 / 中国官网UI展示,,
VIV-F20,VIVF6-UI-3334,image,../../media/mobile-v2/local/assets/thumbs/VIVF6-UI-3334-v2.png,https://www.vivo.com.cn/vivo/xfold6/,,X Fold6 / OriginOS 6 Fold / 中国大陆,,
VIV-F21,VIVF6-UI-3335,image,../../media/mobile-v2/local/assets/thumbs/VIVF6-UI-3335-v2.png,https://www.vivo.com.cn/vivo/xfold6/,,X Fold6 / OriginOS 6 Fold / 中国大陆,,
VIV-F17,VEX15-01,video,../../media/mobile-v2/local/assets/clips/VEX15-01-v15-0019000-0034000.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2034,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VEX15-livephoto-original.mp4,OriginOS6部分机型 / 中国大陆官方分步教程 / 机型、build未标,19,34
VIV-F17,VI02,video,../../media/mobile-v2/local/assets/clips/VI02-v2-0117000-0126000.mp4,https://www.bilibili.com/video/BV1yu4EzVEM1/,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VI01-originos6-handson.mp4,vivo / OriginOS 6 / 中国大陆,117,126
VIV-F17,MED-V010,video,../../media/mobile-v2/legacy/assets/clips/MED-V010-v1-000000-008080.mp4,https://wwwstatic.vivo.com.cn/vivoportal/files/image/question/20251030/157d5d52dd955b00c6db6740ca1b6729.webm,,OriginOS官方演示／片中版本未标,0,8.08
VIV-F17,VEX15-ENTRY,image,../../media/mobile-v2/local/assets/thumbs/VEX15-ENTRY-v15.png,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2034,,OriginOS6部分机型 / 中国大陆官方分步教程 / 机型、build未标,,
VIV-F17,VEX15-CONFIRM,image,../../media/mobile-v2/local/assets/thumbs/VEX15-CONFIRM-v15.png,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2034,,OriginOS6部分机型 / 中国大陆官方分步教程 / 机型、build未标,,
VIV-F17,VEX15-RETURN,image,../../media/mobile-v2/local/assets/thumbs/VEX15-RETURN-v15.png,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2034,,OriginOS6部分机型 / 中国大陆官方分步教程 / 机型、build未标,,
VIV-F17,VEX15-FINISH,image,../../media/mobile-v2/local/assets/thumbs/VEX15-FINISH-v15.png,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2034,,OriginOS6部分机型 / 中国大陆官方分步教程 / 机型、build未标,,
VIV-F18,RE02,video,../../media/mobile-v2/local/assets/clips/RE02-v2-0549700-0555800.mp4,https://www.youtube.com/watch?v=DkWTbd94WFs,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/REF01-five-brand-handson.mp4,片中系统见各流程,549.7,555.8
VIV-F18,AUDIMG-319,image,../../media/mobile-v2/legacy/assets/images/AUDIMG-319-v1.jpg,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2059,,,,
VIV-F19,VV23-01,video,../../media/mobile-v2/local/assets/clips/VV23-01-v23-0033033-0042000.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2056,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VIVVOICE-V4-178-original.mp4,OriginOS6中国大陆官方分步动图；实际机型/build未标,33.03333333333333,42
VIV-F19,VV-01,video,../../media/mobile-v2/local/assets/clips/VV-01-v2-0014000-0029000.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2056,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VIVVOICE-V4-178-original.mp4,OriginOS 6 / 中国大陆 / 官方分步骤演示,14,29
VIV-F19,VV-02,video,../../media/mobile-v2/local/assets/clips/VV-02-v2-0012000-0021000.mp4,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2056,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/VIVVOICE-V4-179-original.mp4,OriginOS 6 / 中国大陆 / 官方分步骤演示,12,21
VIV-F19,VV23-SUCCESS,image,../../media/mobile-v2/local/assets/thumbs/VV23-SUCCESS-v23.png,https://www.vivo.com.cn/service/questions/all?categoryId=170&questionId=2056,,OriginOS6中国大陆官方分步动图；实际机型/build未标,,
HON-F01,HON-WIN-UI-117,image,../../media/mobile-v2/local/assets/thumbs/HON-WIN-UI-117-v2.png,https://www.honor.com/cn/phones/honor-win/tips/,,MagicOS 10 / HONOR WIN,,
HON-F01,HON-WIN-UI-144,image,../../media/mobile-v2/local/assets/thumbs/HON-WIN-UI-144-v2.png,https://www.honor.com/cn/phones/honor-win/tips/,,MagicOS 10 / HONOR WIN,,
HON-F01,HON-TIP-390,image,../../media/mobile-v2/local/assets/thumbs/HON-TIP-390.png,https://www.honor.com/cn/support/content/zh-cn15887823/,,,,
HON-F02,HON-LIVE-REF538,image,../../media/mobile-v2/local/assets/frames/HON-LIVE-REF-v2-0538000.jpg,https://www.youtube.com/watch?v=DkWTbd94WFs,,Magic8 Pro / MagicOS10 · 热点科技实机,,
HON-F03,MED-V012,video,../../media/mobile-v2/legacy/assets/clips/MED-V012-v1-000000-013800.mp4,https://www.honor.com/content/dam/honor/cn/product/smartphone/honor-magic8-series/tips/imgs/list2/video/list201.mp4,,Magic8系列中国官网教学动画 / 系统build未标,0,13.8
HON-F03,HON-CIRCLE-V3-A,image,../../media/mobile-v2/local/assets/thumbs/HON-CIRCLE-V3-A.png,https://iknow-dl.service.hihonor.com/ctkbfm/applet/simulator/zh-cn15874451/index.html,,荣耀Magic7 Pro官方教程 / 图内系统版本未标,,
HON-F03,HON-CIRCLE-V3-B,image,../../media/mobile-v2/local/assets/thumbs/HON-CIRCLE-V3-B.png,https://iknow-dl.service.hihonor.com/ctkbfm/applet/simulator/zh-cn15874451/index.html,,荣耀Magic7 Pro官方教程 / 图内系统版本未标,,
HON-F05,HON-WIN-UI-123,image,../../media/mobile-v2/local/assets/thumbs/HON-WIN-UI-123-v2.png,https://www.honor.com/cn/phones/honor-win/tips/,,MagicOS 10 / HONOR WIN,,
HON-F06,HON-SEARCH-V3,image,../../media/mobile-v2/local/assets/thumbs/HON-SEARCH-V3.png,https://www.honor.com/cn/phones/honor-win/tips/,,荣耀WIN系列官方技巧 / 图内系统版本未标,,
HON-F04,HN39-01,video,../../media/mobile-v2/local/assets/clips/HN39-01-v39-0002800-0012600.mp4,https://www.honor.com/cn/phones/honor-magic8-series/tips/,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/HON39-S02-official-magic8-list203.mp4,荣耀Magic8系列官方玩机指南；视频未显示MagicOS版本/build，不能从官网当前导航推定,2.8,12.6
HON-F04,HN39-02,video,../../media/mobile-v2/local/assets/clips/HN39-02-v39-0015600-0024240.mp4,https://www.honor.com/cn/phones/honor-magic8-series/tips/,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/HON39-S02-official-magic8-list203.mp4,荣耀Magic8系列官方玩机指南；视频未显示MagicOS版本/build，不能从官网当前导航推定,15.6,24.24
HON-F04,HND36-FILE,image,../../media/mobile-v2/local/assets/thumbs/HND36-FILE-MagicOS8-v1.png,https://www.honor.com/cn/support/content/zh-cn15854511/,,MagicOS 8.0 / 中国大陆官方历史示意；图中机型和build未标,,
HON-F07,HM17-01,video,../../media/mobile-v2/local/assets/clips/HM17-01-v17-0000000-0004000.mp4,https://www.honor.com/content/dam/honor/cn/product/smartphone/honor-magic8-series/tips/imgs/list1/video/list101.mp4,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-entry-ppt-2026-09-08/sources/raw/MED-V011.mp4,Magic8系列中国官网 / 官方UI教学动画 / 精确系统build未标,0,4
HON-F07,HM17-02,video,../../media/mobile-v2/local/assets/clips/HM17-02-v17-0015700-0023867.mp4,https://www.honor.com/content/dam/honor/cn/product/smartphone/honor-magic8-series/tips/imgs/list1/video/list101.mp4,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-entry-ppt-2026-09-08/sources/raw/MED-V011.mp4,Magic8系列中国官网 / 官方UI教学动画 / 精确系统build未标,15.7,23.866666667
HON-F07,MED-V011,video,../../media/mobile-v2/legacy/assets/clips/MED-V011-v2-005000-015480.mp4,https://www.honor.com/content/dam/honor/cn/product/smartphone/honor-magic8-series/tips/imgs/list1/video/list101.mp4,,MagicOS官方演示／片中版本未标,5,15.48
HON-F07,HM17-RETURN-1,image,../../media/mobile-v2/local/assets/frames/HON-F07-v17-0013400.jpg,https://www.honor.com/cn/phones/honor-magic8-series/tips/,,Magic8系列官方UI教学；精确系统build未标,,
HON-F07,HM17-RETURN-2,image,../../media/mobile-v2/local/assets/frames/HON-F07-v17-0013800.jpg,https://www.honor.com/cn/phones/honor-magic8-series/tips/,,Magic8系列官方UI教学；精确系统build未标,,
HON-F07,HM17-RETURN-3,image,../../media/mobile-v2/local/assets/frames/HON-F07-v17-0014400.jpg,https://www.honor.com/cn/phones/honor-magic8-series/tips/,,Magic8系列官方UI教学；精确系统build未标,,
HON-F07,HM17-RETURN-4,image,../../media/mobile-v2/local/assets/frames/HON-F07-v17-0015300.jpg,https://www.honor.com/cn/phones/honor-magic8-series/tips/,,Magic8系列官方UI教学；精确系统build未标,,
HON-F07,HM17-CROP-RECEIPT,image,../../media/mobile-v2/local/assets/frames/HM17-CROP-RECEIPT-v17.jpg,https://www.honor.com/cn/phones/honor-magic8-series/tips/,,Magic8系列官方UI教学；精确系统build未标,,
HON-F07,HM17-CROP-CALENDAR,image,../../media/mobile-v2/local/assets/frames/HM17-CROP-CALENDAR-v17.jpg,https://www.honor.com/cn/phones/honor-magic8-series/tips/,,Magic8系列官方UI教学；精确系统build未标,,
HON-F08,HON-WIN-UI-130,image,../../media/mobile-v2/local/assets/thumbs/HON-WIN-UI-130-v2.png,https://www.honor.com/cn/phones/honor-win/tips/,,MagicOS 10 / HONOR WIN,,
HON-F08,HON-WIN-UI-133,image,../../media/mobile-v2/local/assets/thumbs/HON-WIN-UI-133-v2.png,https://www.honor.com/cn/phones/honor-win/tips/,,MagicOS 10 / HONOR WIN,,
HON-F09,HON-TIP-414,image,../../media/mobile-v2/local/assets/thumbs/HON-TIP-414.png,https://www.honor.com/cn/phones/honor-magic8-series/tips/,,,,
HON-F09,HONW13-RESULT,image,../../media/mobile-v2/local/assets/thumbs/HONW13-RESULT-v13.png,https://www.honor.com/cn/phones/honor-magic8-series/tips/,,Magic8系列官方说明图 / 构建号未标,,
HON-F09,HONW13-ENTRY,image,../../media/mobile-v2/local/assets/thumbs/HONW13-ENTRY-v13.png,https://club.honor.com/cn/thread-30072899-1-1.html,,社区MagicOS10标签 / 截图设备及构建号未标,,
HON-F10,MED-V014,video,../../media/mobile-v2/legacy/assets/clips/MED-V014-v1-000000-021800.mp4,https://www.honor.com/content/dam/honor/cn/product/smartphone/honor-magic8-series/tips/imgs/list1/video/list106.mp4,,MagicOS官方演示／片中版本未标,0,21.8
HON-F12,MED-V016,video,../../media/mobile-v2/legacy/assets/clips/MED-V016-v1-000000-012390.mp4,https://www.honor.com/content/dam/honor/cn/product/smartphone/honor-magic8-series/tips/imgs/list5/video/list502.mp4,,MagicOS官方演示／片中版本未标,0,12.39
HON-F11,HN39-03,video,../../media/mobile-v2/local/assets/clips/HN39-03-v39-0000000-0012000.mp4,https://www.honor.com/cn/honor-esg/tech-for-good/,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/HON39-S03-official-note-new.mp4,荣耀科技向善笔记功能演示；机型/系统版本/build未标，不能按当前MagicOS10归版,0,12
HON-F11,HN39-04,video,../../media/mobile-v2/local/assets/clips/HN39-04-v39-0030800-0045400.mp4,https://www.honor.com/cn/honor-esg/tech-for-good/,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/HON39-S03-official-note-new.mp4,荣耀科技向善笔记功能演示；机型/系统版本/build未标，不能按当前MagicOS10归版,30.8,45.4
HON-F11,HON-WIN-UI-206,image,../../media/mobile-v2/local/assets/thumbs/HON-WIN-UI-206-v2.png,https://www.honor.com/cn/phones/honor-win/tips/,,MagicOS 10 / HONOR WIN,,
HON-F13,HON-CALL-V3,image,../../media/mobile-v2/local/assets/thumbs/HON-CALL-V3.png,https://www.honor.com/cn/honor-esg/tech-for-good/,,荣耀官方跨机型功能图 / 版本未标,,
HON-F14,HON-WIN-UI-210,image,../../media/mobile-v2/local/assets/thumbs/HON-WIN-UI-210-v2.png,https://www.honor.com/cn/phones/honor-win/tips/,,MagicOS 10 / HONOR WIN,,
HON-F15,HON-WIN-UI-055,image,../../media/mobile-v2/local/assets/thumbs/HON-WIN-UI-055-v2.png,https://www.honor.com/cn/phones/honor-win/tips/,,MagicOS 10 / HONOR WIN,,
HON-F15,HON-WIN-UI-059,image,../../media/mobile-v2/local/assets/thumbs/HON-WIN-UI-059-v2.png,https://www.honor.com/cn/phones/honor-win/tips/,,MagicOS 10 / HONOR WIN,,
HON-F16,MED-V015,video,../../media/mobile-v2/legacy/assets/clips/MED-V015-v1-000000-015900.mp4,https://www.honor.com/content/dam/honor/cn/product/smartphone/honor-magic8-series/tips/imgs/list3/video/list301.mp4,,MagicOS官方演示／片中版本未标,0,15.9
HON-F17,HN43-01-V43-FLOW-01,image,../../media/mobile-v2/local/assets/frames/HN43-01-v43-stage-1-display.png,https://www.honor.com/cn/phones/honor-magic7-series/tips/002/,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/HON43-S01-magic7-yoyo.mp4,Magic7系列官网历史动画；画面日期2024-10-21；具体系统/build未显示,1,1
HON-F17,HN43-01-V43-FULL-01,image,../../media/mobile-v2/local/assets/frames/HN43-01-v43-source-0001000-full.png,https://www.honor.com/cn/phones/honor-magic7-series/tips/002/,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/HON43-S01-magic7-yoyo.mp4,Magic7系列官网历史动画；画面日期2024-10-21；具体系统/build未显示,1,1
HON-F17,HN43-01-V43-FLOW-02,image,../../media/mobile-v2/local/assets/frames/HN43-01-v43-stage-2-display.png,https://www.honor.com/cn/phones/honor-magic7-series/tips/002/,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/HON43-S01-magic7-yoyo.mp4,Magic7系列官网历史动画；画面日期2024-10-21；具体系统/build未显示,2.6,2.6
HON-F17,HN43-01-V43-FULL-02,image,../../media/mobile-v2/local/assets/frames/HN43-01-v43-source-0002600-full.png,https://www.honor.com/cn/phones/honor-magic7-series/tips/002/,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/HON43-S01-magic7-yoyo.mp4,Magic7系列官网历史动画；画面日期2024-10-21；具体系统/build未显示,2.6,2.6
HON-F17,HN43-01-V43-INSET-02,image,../../media/mobile-v2/local/assets/frames/HN43-01-v43-stage-2-control.png,https://www.honor.com/cn/phones/honor-magic7-series/tips/002/,[LOCAL_SOURCE_NOT_INCLUDED]/mobile-ai-interactions-v2/sources/HON43-S01-magic7-yoyo.mp4,Magic7系列官网历史动画；画面日期2024-10-21；具体系统/build未显示,2.6,2.6
